,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres
2730,0,303457,tt4168188,pa,Chaar Sahibzaade,0.22269499999999998,2014-11-06,0,134.0,6.6,441179,Chaar Sahibzaade Collection,"['Eros International', 'Baweja Movies']",['India'],"['Action', 'Adventure', 'Animation', 'Documentary', 'Family', 'History']"
2731,0,31534,tt0252488,tr,Hababam Sınıfı Sınıfta Kaldı,1.337509,1975-04-15,0,91.0,7.8,473983,Hababam Sınıfı Collection,[],['Turkey'],[]
2732,0,7392,tt0074670,en,"Ilsa, Harem Keeper of the Oil Sheiks",1.437921,1976-02-29,0,94.0,4.6,123249,"Ilsa, She Wolf of the SS Collection",[],['Canada'],"['Action', 'Horror']"
2733,7000000,11425,tt0119310,en,"Honey, We Shrunk Ourselves",5.7441830000000005,1997-03-18,0,74.0,5.1,72119,"Honey, I Shrunk the Kids Collection",['Walt Disney Pictures'],['United States of America'],"['Adventure', 'Comedy', 'Family', 'Science Fiction', 'Action']"
2734,0,52868,tt0104449,en,House IV,0.821998,1992-01-21,0,94.0,3.6,102782,House Collection,"['New Line Cinema', 'Sean S. Cunningham Films']",['United States of America'],"['Thriller', 'Horror']"
2735,0,15567,tt0348124,en,Stitch! The Movie,5.872797,2003-08-26,0,60.0,6.2,97461,Lilo & Stitch Collection,['Walt Disney Television Animation'],['United States of America'],"['Animation', 'Comedy', 'Family']"
2736,14000000,243938,tt2637294,en,Hot Tub Time Machine 2,6.575392999999999,2015-02-20,12314651,93.0,5.0,313576,Hot Tub Time Machine Collection,"['Paramount Pictures', 'United Artists', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['Comedy']
2737,0,28656,tt0076112,de,Greta - Haus ohne Männer,3.881271,1977-01-21,0,90.0,5.0,123249,"Ilsa, She Wolf of the SS Collection",['Elite Film'],"['Switzerland', 'Germany', 'United States of America']","['Drama', 'Horror']"
2738,0,25745,tt0369445,en,The Gamers,0.510359,2002-11-03,0,48.0,6.7,251383,The Gamers Collection,[],['United States of America'],"['Action', 'Comedy', 'Thriller', 'Foreign']"
2739,0,221791,tt3106464,en,Garage Sale Mystery,1.975668,2013-09-14,0,120.0,5.9,353792,Garage Sale Mystery Collection,['The Hallmark Channel'],['United States of America'],['Mystery']
2740,74000000,228165,tt2279373,en,The SpongeBob Movie: Sponge Out of Water,12.334689,2015-02-05,311594032,93.0,5.7,275402,SpongeBob Collection,"['Paramount Pictures', 'Nickelodeon Movies', 'Nickelodeon Animation Studios', 'United Plankton Pictures', 'Disruption Entertainment', 'Paramount Animation']",['United States of America'],"['Animation', 'Adventure', 'Comedy', 'Family']"
2741,0,85349,tt1728217,ja,富江 アンリミテッド,2.06907,2011-05-14,0,85.0,4.8,139394,Tomie Collection,"['Toei Video Company', 'Travis Entertainment', 'Travis']",['Japan'],['Horror']
2742,10000000,268238,tt2555736,en,The Second Best Exotic Marigold Hotel,5.204473999999999,2015-02-26,85978266,122.0,6.3,306937,Best Exotic Marigold Hotel Collection,"['Fox Searchlight Pictures', 'Participant Media', 'Blueprint Pictures']","['United Kingdom', 'United States of America']","['Drama', 'Comedy']"
2743,0,13643,tt0963207,en,George Carlin: It's Bad for Ya!,2.31176,2008-03-01,0,70.0,8.1,479319,George Carlin Comedy Collection,['Cable Stuff Productions'],['United States of America'],['Comedy']
2744,0,31292,tt0098544,en,Täcknamn Coq Rouge,0.553682,1989-08-25,0,87.0,5.8,108043,Hamilton Collection,"['Sandrews', 'Svenska Filminstitutet', 'Sveriges Television (SVT)', 'Spice Film', 'Sonet Film AB']","['Morocco', 'Sweden']",[]
2745,0,322456,tt4189260,en,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,4.020885,2015-02-10,0,48.0,6.4,386162,LEGO DC Comics Super Heroes Collection,['Warner Bros. Animation'],['United States of America'],"['Action', 'Adventure', 'Animation', 'Family']"
2746,0,78124,tt1210117,de,Urmel voll in Fahrt,1.224625,2008-05-01,0,84.0,7.1,223926,"Impy, the small dinosaur Collection","['Ambient Entertainment GmbH', 'Media Films']",['Germany'],"['Animation', 'Adventure', 'Family', 'Fantasy']"
2747,0,287233,tt4006794,en,Tom and Jerry: The Lost Dragon,1.35961,2014-07-27,0,57.0,6.4,458017,Tom and Jerry Collection,['Warner Bros. Animation'],['United States of America'],"['Animation', 'Comedy', 'Family']"
2748,0,73530,tt2048804,ja,マルドゥック・スクランブル 燃焼,2.10348,2011-09-03,0,64.0,6.4,122661,Mardock Scramble Collection,"['Aniplex', 'GoHands', 'BROSTA TV', 'Mardock Scramble Production Committee']",['Japan'],"['Animation', 'Science Fiction']"
2749,35000000,265712,tt3331846,ja,STAND BY ME ドラえもん,6.493765,2014-08-08,83061158,90.0,7.0,148065,Doraemon Collection,['Toho'],['Japan'],"['Fantasy', 'Animation', 'Family']"
2750,0,294690,tt1270114,en,Saints and Soldiers: The Void,3.3515269999999995,2014-08-15,0,96.0,5.2,306063,Saints and Soldiers Collection,"['Koan Films', 'Go Films']",['United States of America'],"['War', 'Action', 'Drama']"
2751,0,326359,tt4007502,en,Frozen Fever,9.509333999999999,2015-03-09,0,8.0,6.9,386382,Frozen Collection,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],"['Adventure', 'Animation', 'Family']"
2752,0,31341,tt0807745,en,Blue Collar Comedy Tour: One for the Road,0.43934399999999996,2006-06-15,0,108.0,6.8,104842,Blue Collar Comedy Tour Collection,[],['United States of America'],['Comedy']
2753,0,5065,tt0059014,en,Carry On Cowboy,5.236409,1966-03-01,0,93.0,6.1,37261,The Carry On Collection,['Peter Rogers Productions'],['United Kingdom'],"['Comedy', 'Western']"
2754,0,43018,tt0054923,en,Gidget Goes Hawaiian,0.20790300000000003,1961-06-02,0,101.0,4.6,145494,The Gidget Collection,['Columbia Pictures Corporation'],['United States of America'],"['Comedy', 'Music', 'Romance']"
2755,0,77787,tt0202236,en,Tribulation,0.57391,2000-01-14,0,95.0,4.5,133887,Apocalypse Collection,['Cloud Ten Pictures'],['Canada'],"['Drama', 'Science Fiction', 'Thriller']"
2756,0,31347,tt0301083,ja,劇場版 カードキャプターさくら 封印されたカード,1.31263,2000-07-15,0,80.0,8.0,141252,Cardcaptor Sakura Collection,"['Bandai Visual Company', 'Madhouse', 'Shochiku Company', 'Kodansha', 'Amber Film Works', 'Shelty']",['Japan'],"['Comedy', 'Animation', 'Adventure', 'Fantasy', 'Romance']"
2757,0,175774,tt2418558,de,Rubinrot,8.582533,2013-03-14,0,122.0,6.6,304025,Gwendolyn Shepherd Collection,"['Tele München Fernseh Produktionsgesellschaft (TMG)', 'Bayerischer Banken-Fonds', 'Lieblingsfilm', 'mem-film', 'Geißendörfer Film- und Fernsehproduktion (GFF)']",['Germany'],"['Science Fiction', 'Fantasy', 'Adventure', 'Family']"
2758,110000000,262500,tt2908446,en,Insurgent,27.887186,2015-03-18,295238201,119.0,6.2,283579,Divergent Collection,"['Summit Entertainment', 'Mandeville Films', 'Red Wagon Entertainment', 'NeoReel']",['United States of America'],"['Adventure', 'Science Fiction', 'Thriller']"
2759,4000000,39385,tt0120471,fr,La vérité si je mens !,5.099557,1997-04-01,29456000,100.0,6.3,115840,Would I Lie to You? Collection,"['France 2 Cinéma', 'Orly Films', 'M6 Films', 'Les Productions Jacques Roitfeld', 'Canal+', 'Vertigo']",['France'],['Comedy']
2760,0,20377,tt0147926,en,The Brave Little Toaster Goes to Mars,1.614156,1998-05-19,0,73.0,5.8,141282,The Brave Little Toaster Collection,[],[],"['Animation', 'Family']"
2761,0,69619,tt1534786,en,B+ Jing Taam,0.7491300000000001,2011-05-12,0,101.0,6.5,239011,Detective Collection,['Enlight Pictures'],['Hong Kong'],['Action']
2762,190000000,168259,tt2820852,en,Furious 7,27.275686999999998,2015-04-01,1506249360,137.0,7.3,9485,The Fast and the Furious Collection,"['Universal Pictures', 'Original Film', 'Fuji Television Network', 'Dentsu', 'One Race Films', 'China Film Co.', 'Québec Production Services Tax Credit', 'Media Rights Capital (MRC)', 'Abu Dhabi Film Commission', 'Colorado Office of Film, Television & Media']","['Japan', 'United States of America']",['Action']
2763,0,140441,tt1844025,ja,貞子3D,9.039479,2012-05-12,0,96.0,5.9,301508,Sadako 3D Collection,['Kadokawa Pictures'],['Japan'],['Horror']
2764,0,75848,tt0073091,en,The Happy Hooker,0.0339,1975-01-01,0,98.0,5.3,427944,The Happy Hooker Collection,[],[],"['Drama', 'Comedy', 'Romance']"
2765,0,26340,tt0101702,en,Delta Force 3: The Killing Game,1.513073,1991-01-01,0,97.0,2.5,126166,The Delta Force Collection,['Global Pictures'],['United States of America'],"['Action', 'Adventure']"
2766,0,112058,tt0076125,en,The Happy Hooker Goes To Washington,0.12857000000000002,1977-07-15,0,89.0,5.1,427944,The Happy Hooker Collection,"['Cannon Films', 'Movie Machine']",['United States of America'],['Comedy']
2767,0,10580,tt0079118,he,Eskimo Limon,1.915814,1978-04-21,0,95.0,6.6,167552,Lemon Popsicle Collection,"['Golan-Globus Productions', 'Noah Films']",['Israel'],"['Drama', 'Comedy', 'Romance']"
2768,0,120386,tt0078333,en,The Stud,0.857558,1978-08-17,0,95.0,5.0,412300,Fontaine Khaled Collection,['Artoc Films'],['United Kingdom'],"['Romance', 'Drama']"
2769,0,40040,tt0282179,fr,Spiders 2: Breeding Ground,1.168436,2001-01-01,0,96.0,4.2,382113,Spiders - Collection,['Nu Image Films'],['United States of America'],"['Horror', 'Science Fiction']"
2770,0,267793,tt3496892,en,Petals on the Wind,3.8733720000000003,2014-05-26,0,85.0,6.2,293981,Flowers in the Attic Collection,"['Cue the Dog Productions', 'A+E Studios', 'Fries Film Company']",['United States of America'],"['TV Movie', 'Romance', 'Drama', 'Thriller']"
2771,0,78402,tt0143338,en,Killer Crocodile,0.425363,1989-11-15,0,90.0,6.6,470274,Killer Crocodile Collection,['Fulvia Film'],['Italy'],['Horror']
2772,0,13015,tt0484855,en,George Carlin: Life Is Worth Losing,4.8066510000000005,2005-11-05,0,74.0,8.1,479319,George Carlin Comedy Collection,['Cable Stuff Productions'],['United States of America'],"['Documentary', 'Comedy', 'TV Movie']"
2773,0,52980,tt0070245,ja,仁義なき戦い 広島死闘篇,1.492582,1973-04-28,0,100.0,7.7,191023,The Yakuza Papers Collection,['TOEI'],['Japan'],"['Drama', 'Action', 'Crime']"
2774,0,52874,tt0070244,ja,仁義なき戦い 代理戦争,0.092295,1973-09-25,0,119.0,7.2,191023,The Yakuza Papers Collection,['TOEI'],['Japan'],"['Action', 'Drama', 'Crime']"
2775,0,64912,tt0226018,ja,仁義なき戦い 完結篇,0.9785309999999999,1974-06-29,0,100.0,6.8,191023,The Yakuza Papers Collection,['TOEI'],['Japan'],"['Action', 'Drama', 'Crime']"
2776,0,52979,tt0071696,ja,仁義なき戦い 頂上作戦,0.005984000000000001,1974-01-15,0,118.0,6.1,191023,The Yakuza Papers Collection,['TOEI'],['Japan'],"['Action', 'Crime', 'Drama']"
2777,0,80527,tt1483803,en,Stargate SG-1: Children of the Gods - Final Cut,3.8284540000000002,2009-07-21,0,92.0,6.9,44215,Stargate SG-1 Collection,"['Metro-Goldwyn-Mayer (MGM)', 'Gekko Film Corp.', 'Double Secret Productions']","['Canada', 'United States of America']","['Adventure', 'Thriller', 'Science Fiction']"
2778,8000000,16119,tt0465940,en,Cinderella III: A Twist in Time,6.961912,2007-02-06,0,74.0,6.0,55419,Cinderella Collection,['DisneyToon Studios'],['United States of America'],"['Animation', 'Romance', 'Family', 'Fantasy']"
2779,0,204712,tt0384252,de,"Der kleine Eisbär - Neue Abenteuer, neue Freunde",0.256353,2002-12-04,0,0.0,6.0,9088,The Little Polar Bear Collection,"['Westdeutscher Rundfunk (WDR)', 'Rothkirch Cartoon Film']",['Germany'],"['Family', 'Animation']"
2780,0,11179,tt0385891,de,"Mädchen, Mädchen 2 - Loft oder Liebe",1.626931,2004-06-17,0,88.0,4.4,165679,Girl's on Top Collection,"['Olga Film GmbH', 'Bayerischer Banken-Fonds']",['Germany'],['Comedy']
2781,0,33719,tt0137201,en,Rudolph the Red-Nosed Reindeer: The Movie,2.623087,1998-10-16,0,83.0,5.8,242587,Rudolph the Red-Nosed Reindeer Collection,[],[],"['Family', 'Animation']"
2782,0,50166,tt0077204,fr,Lucky Luke: La Ballade des Dalton,1.30451,1978-03-10,0,82.0,6.8,94050,Lucky Luke (Animation) Collection,"['Dargaud Films', 'Les Productions René Goscinny', 'Studios Idéfix']",['France'],"['Family', 'Animation', 'Comedy', 'Western']"
2783,0,5833,tt0284946,en,Casper's Haunted Christmas,3.569907,2000-10-31,0,84.0,5.0,8819,Casper Collection,['The Harvey Entertainment Company'],['Canada'],"['Animation', 'Family']"
2784,0,11084,tt0113081,nl,Flodder 3,4.5731150000000005,1995-06-29,0,90.0,5.3,74083,Flodder Collection,['First Floor Features'],['Netherlands'],['Comedy']
2785,0,24696,tt1114698,en,Tom and Jerry: A Nutcracker Tale,2.270361,2007-10-02,0,46.0,6.5,458017,Tom and Jerry Collection,['Warner Home Video'],['United States of America'],"['Animation', 'Comedy']"
2786,0,9497,tt0119471,de,Kleines Arschloch - Der Film,1.238404,1997-03-06,0,82.0,4.7,165855,Kleines Arschloch Collection,['Senator Film Produktion'],['Germany'],"['Animation', 'Comedy']"
2787,0,9337,tt0258827,de,Mädchen Mädchen!,1.4165510000000001,2001-03-29,0,90.0,4.9,165679,Girl's on Top Collection,"['Olga Film GmbH', 'Bayerischer Banken-Fonds']",['Germany'],['Comedy']
2788,0,9514,tt0118138,de,Werner - Das muss kesseln!!!,1.282317,1996-06-27,0,85.0,5.7,9500,Werner Collection,['Neue Constantin Film'],['Germany'],"['Animation', 'Comedy']"
2789,0,9496,tt0184005,de,Werner - Volles Rooäää!!!,1.4053129999999998,1999-09-16,0,77.0,4.8,9500,Werner Collection,"['Hahn Film AG', 'Achterbahn AG']",['Germany'],"['Animation', 'Comedy']"
2790,0,10036,tt0461642,de,7 Zwerge - Der Wald ist nicht genug,6.637562,2006-10-25,0,95.0,4.9,215606,Seven Dwarfs Collection,['Universal Pictures'],['Germany'],['Comedy']
2791,0,9572,tt0295375,de,Knallharte Jungs,1.512735,2002-03-13,0,83.0,4.1,133297,Ants in the Pants Collection,['Constantin Film Produktion'],['Germany'],['Comedy']
2792,0,293771,tt3816458,en,Dead Rising,9.559969,2015-03-27,0,118.0,5.0,407273,Dead Rising Collection,"['Di Bonaventura Pictures', 'Contradiction Films', 'Dead Rising Productions', 'Legendary Digital Media']",['United States of America'],"['Horror', 'Science Fiction']"
2793,1950000,35428,tt1595366,ru,О чём говорят мужчины,3.022666,2010-03-04,12005838,93.0,7.6,122776,Kvartet I Collection,['Central Partnership'],"['Russia', 'Ukraine']",['Comedy']
2794,0,9478,tt0239450,de,Harte Jungs,2.8328580000000003,2000-03-29,0,95.0,4.5,133297,Ants in the Pants Collection,['Constantin Film Produktion'],['Germany'],"['Comedy', 'Romance']"
2795,0,10470,tt0304931,de,Werner - Gekotzt wird später!,1.413439,2003-07-17,0,80.0,5.4,9500,Werner Collection,"['Constantin Film Produktion', 'Achterbahn AG']",['Germany'],"['Animation', 'Comedy']"
2796,0,10010,tt0465925,en,Brother Bear 2,10.861153999999999,2006-08-17,0,73.0,6.3,96472,Brother Bear Collection,['DisneyToon Studios'],['United States of America'],"['Adventure', 'Animation', 'Family']"
2797,0,9565,tt0248409,de,Schule,1.309854,2000-12-07,0,99.0,5.5,287684,Schule Collection,['Bavaria Filmverleih- und Produktions GmbH'],['Germany'],['Comedy']
2798,0,15674,tt0117534,en,Sabrina the Teenage Witch,7.220814999999999,1996-04-07,0,91.0,5.2,86346,Sabrina the Teenage Witch Collection,['Showtime Networks'],['United States of America'],"['TV Movie', 'Fantasy', 'Comedy', 'Science Fiction', 'Family']"
2799,0,52827,tt0038172,en,Thunderhead - Son of Flicka,0.37161,1945-03-15,0,78.0,0.0,100992,The Flicka Collection,['Twentieth Century Fox Film Corporation'],['United States of America'],"['Drama', 'Family']"
2800,0,221732,tt3029556,ja,るろうに剣心　伝説の最期編,12.253428999999999,2014-09-13,0,135.0,7.5,247028,Rurouni Kenshin Live-Action Collection,"['Warner Bros.', 'Amuse']","['Thailand', 'Japan']","['Action', 'Adventure', 'Drama']"
2801,0,221731,tt3029558,ja,るろうに剣心 京都大火編,10.9506,2014-08-01,0,138.0,7.4,247028,Rurouni Kenshin Live-Action Collection,"['Warner Bros.', 'Amuse']",['Japan'],"['Action', 'Adventure', 'Drama']"
2802,0,293572,tt1958043,en,The Houses October Built,6.034967,2014-10-10,0,91.0,5.5,478328,The Houses October Built Collection,[],['United States of America'],"['Thriller', 'Horror']"
2803,0,61117,tt0091173,en,Hardbodies 2,0.608661,1986-09-12,0,88.0,4.1,351231,Hardbodies Collection,[],[],['Comedy']
2804,0,52736,tt0087385,en,Hardbodies,1.6454080000000002,1984-05-04,0,88.0,5.0,351231,Hardbodies Collection,"['Columbia Pictures Corporation', 'Chroma III Productions']",['United States of America'],['Comedy']
2805,0,321528,tt4324274,en,Batman vs. Robin,5.48942,2015-04-14,0,72.0,6.8,334996,Son of Batman Collection,"['Warner Bros. Animation', 'DC Entertainment']",['United States of America'],"['Action', 'Adventure', 'Animation']"
2806,0,9803,tt0382295,de,7 Zwerge - Männer allein im Wald,4.582736,2004-10-28,0,95.0,5.2,215606,Seven Dwarfs Collection,[],['Germany'],['Comedy']
2807,0,58242,tt0192573,en,"Sarah, Plain and Tall - Winter's End",0.19775399999999999,1999-11-20,0,95.0,4.8,461937,"Sarah, Plain and Tall Collection",['Hallmark Hall of Fame Productions'],['United States of America'],"['Drama', 'Family']"
2808,38000000,256961,tt3450650,en,Paul Blart: Mall Cop 2,17.02038,2015-04-16,107597242,94.0,5.0,328372,Mall Cop Collection,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Sony Pictures Entertainment (SPE)', 'LStar Capital', 'Hey Eddie']",['United States of America'],"['Action', 'Comedy', 'Family']"
2809,0,20036,tt1094198,en,The Prince & Me: A Royal Honeymoon,5.541859,2008-10-28,0,92.0,4.6,86334,The Prince & Me Collection,"['Nu Image Films', 'Millennium Films']",['United States of America'],"['Comedy', 'Romance']"
2810,0,28855,tt0067671,en,The Return of Count Yorga,1.402173,1971-08-18,0,97.0,5.1,327871,Count Yorga Collection,['Peppertree Productions Inc.'],['United States of America'],['Horror']
2811,0,214464,tt2917336,en,The Dead 2: India,0.9572870000000001,2013-08-22,0,90.0,5.0,294226,The Dead Collection,[],['United Kingdom'],['Horror']
2812,0,14572,tt0124770,ja,機動警察パトレイバー 2 the Movie,1.605615,1993-08-07,0,107.0,7.4,98435,Patlabor Collection,[],['Japan'],"['Animation', 'Science Fiction', 'Action']"
2813,0,290865,tt3402110,ko,타짜: 신의 손,1.7456040000000002,2014-09-03,0,147.0,7.3,473847,The War of Flower Collection,[],['South Korea'],"['Drama', 'Crime']"
2814,1950000,329540,tt3528666,en,The Marine 4: Moving Target,3.6333269999999995,2015-04-10,0,90.0,5.8,166373,The Marine Collection,['WWE Studios'],['Canada'],"['Thriller', 'Action']"
2815,0,21461,tt0456144,en,Lage Raho Munna Bhai,3.5407550000000003,2006-01-01,0,144.0,7.6,44722,Munna Bhai Collection,[],['India'],"['Comedy', 'Drama', 'Romance']"
2816,0,315367,tt4186548,sv,Beck 30 - Sjukhusmorden,0.649984,2015-03-28,0,84.0,4.7,279715,Beck Collection,"['Nordisk Film', 'TV4 Sweden AB', 'TV2 Norge']",['Sweden'],"['Thriller', 'Crime', 'Mystery']"
2817,0,28904,tt1356395,en,The Dog Who Saved Christmas,0.515796,2009-11-09,0,112.0,3.0,147765,The Dog Who Saved Christmas Collection,"['Hybrid', 'Feifer Worldwide', 'Barnholtz Entertainment', 'ARO Entertainment']",['United States of America'],"['Comedy', 'Family']"
2818,0,73529,tt1754177,ja,マルドゥック・スクランブル 圧縮,2.640175,2010-11-06,0,69.0,7.1,122661,Mardock Scramble Collection,"['Aniplex', 'GoHands', 'BROSTA TV', 'Mardock Scramble Production Committee']",['Japan'],"['Thriller', 'Animation', 'Action', 'Drama']"
2819,0,122662,tt2423504,ja,マルドゥック・スクランブル 排気,0.0,,0,,,122661,Mardock Scramble Collection,[],[],"['Animation', 'Science Fiction']"
2820,0,297270,tt3120408,en,Tinker Bell and the Legend of the NeverBeast,8.106333,2014-12-12,0,77.0,7.0,315595,Tinker Bell Collection,['Walt Disney Pictures'],['United States of America'],"['Adventure', 'Animation', 'Family']"
2821,0,175112,tt2483260,en,Tinker Bell and the Pirate Fairy,12.796484,2014-02-13,20300000,78.0,6.5,315595,Tinker Bell Collection,['DisneyToon Studios'],['United States of America'],"['Animation', 'Family']"
2822,0,36897,tt0304564,en,Pokémon: Mewtwo Returns,4.5847370000000005,2000-12-30,0,63.0,6.1,34055,Pokémon Collection,[],['Japan'],"['Animation', 'Family']"
2823,0,327418,tt4437640,en,Batman Unlimited: Animal Instincts,8.059946,2015-05-12,0,78.0,5.5,356688,Batman Unlimited Collection,['Warner Bros. Animation'],['United States of America'],"['Action', 'Animation', 'Family']"
2824,0,321494,tt3625152,en,The Man with the Iron Fists 2,3.98978,2015-03-10,0,90.0,4.6,334356,The Man with the Iron Fists Collection,"['Living Films', 'Arcade Pictures', 'Iron Fists']",['United States of America'],['Action']
2825,0,39412,tt0077497,fr,Goodbye Emmanuelle,2.2240849999999996,1977-12-15,0,100.0,4.5,39438,Emmanuelle Collection,['New World-Mutual'],['France'],['Drama']
2826,0,40978,tt0085486,fr,Emmanuelle 4,2.704921,1984-02-15,0,89.0,5.0,39438,Emmanuelle Collection,"['Sara Films', 'AS Productions']",['France'],['Drama']
2827,0,146047,tt0092962,en,Emmanuelle 5,1.366642,1987-01-07,0,85.0,4.7,39438,Emmanuelle Collection,"['AS Productions', 'New Horizon Picture Corp.']",['France'],"['Action', 'Drama']"
2828,0,61108,tt0095094,fr,Emmanuelle 6,2.834832,1988-07-06,0,80.0,4.3,39438,Emmanuelle Collection,"['AS Productions', 'Société Générale de Gestion Cinématographique (SGGC)']",['France'],"['Drama', 'Romance']"
2829,0,40348,tt0072930,it,Emanuelle nera,1.479627,1975-11-27,0,94.0,4.2,227140,Black Emanuelle Collection,"['Flaminia Produzioni Cinematografiche', 'Emaus Films S.A.', 'San Nicola Produzione Cinematografica']","['Italy', 'Spain']",['Drama']
2830,0,39965,tt0074478,it,Emanuelle nera: Orient reportage,1.584748,1976-05-06,0,87.0,4.4,227140,Black Emanuelle Collection,"['Flaminia Produzioni Cinematografiche', 'Kristal Film', 'San Nicola Produzione Cinematografica']",['Italy'],"['Drama', 'Romance']"
2831,0,28682,tt0074473,it,Emanuelle in America,1.854184,1977-01-05,0,100.0,4.2,227140,Black Emanuelle Collection,['New Film Production S.r.l.'],['Italy'],"['Romance', 'Drama']"
2832,0,28324,tt0075984,it,Emanuelle e gli ultimi cannibali,4.9881839999999995,1977-10-21,0,85.0,4.8,227140,Black Emanuelle Collection,"['Flora Film', 'Gico Cinematografica S.r.L.']",['Italy'],"['Adventure', 'Horror']"
2833,0,28325,tt0075987,it,Emanuelle - Perché violenza alle donne?,1.1625379999999998,1977-09-16,0,102.0,5.9,227140,Black Emanuelle Collection,['Embassy Productions S.p.A.'],['Italy'],"['Drama', 'Horror', 'Romance']"
2834,0,28574,tt0084869,it,Violenza in un carcere femminile,1.010907,1982-11-10,0,99.0,4.0,227140,Black Emanuelle Collection,"['Les Films Jacques Leitienne', 'Beatrice Film']","['France', 'Italy']","['Action', 'Thriller']"
2835,1200000,259072,tt3612032,en,Wrong Turn 6: Last Resort,7.445236,2014-08-22,0,91.0,4.6,52985,Wrong Turn Collection,"['Constantin Film', 'Summit Entertainment', 'Regency Enterprises', '20th Century Fox Home Entertainment']","['Bulgaria', 'United States of America']",['Horror']
2836,0,13284,tt0450982,en,Barbie: Fairytopia,7.097884,2005-03-08,0,70.0,5.7,411859,Barbie Fairytopia Collection,[],['United States of America'],"['Animation', 'Family']"
2837,0,34134,tt1610301,en,Barbie in A Mermaid Tale,6.8331479999999996,2010-01-26,16441438,75.0,6.2,422361,Barbie A Mermaid Tale Collection,[],['United States of America'],"['Animation', 'Family', 'Fantasy']"
2838,0,91342,tt2197823,en,Barbie in A Mermaid Tale 2,2.95792,2012-02-23,15489307,74.0,6.0,422361,Barbie A Mermaid Tale Collection,['Mattel'],['Canada'],"['Animation', 'Family']"
2839,0,196254,tt2946582,en,Barbie: Mariposa and The Fairy Princess,4.320533999999999,2013-08-26,0,75.0,6.3,447622,Barbie Mariposa Collection,['Universal Studios'],"['United Kingdom', 'United States of America']","['Fantasy', 'Animation', 'Family']"
2840,0,16962,tt1007920,en,Barbie Fairytopia: Magic of the Rainbow,5.0176300000000005,2007-01-01,0,75.0,6.2,411859,Barbie Fairytopia Collection,['Mattel'],['United States of America'],"['Animation', 'Family', 'Fantasy', 'Romance']"
2841,0,13285,tt0775425,en,Barbie Fairytopia: Mermaidia,10.464151,2006-03-14,0,75.0,6.2,411859,Barbie Fairytopia Collection,[],[],"['Animation', 'Family', 'Adventure', 'Fantasy']"
2842,0,18198,tt1201561,en,Barbie Mariposa and Her Butterfly Fairy Friends,3.906829,2008-02-08,0,75.0,5.6,447622,Barbie Mariposa Collection,[],['United States of America'],"['Animation', 'Fantasy', 'Family']"
2843,35000000,249070,tt2679042,en,Hitman: Agent 47,10.721799,2015-08-20,81967450,96.0,5.5,390096,Hitman Collection,"['Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Medienboard Berlin-Brandenburg', 'Fox International Productions', 'Dayday Films', 'Daybreak Productions', 'Prime Universe Productions', 'TSG Entertainment', 'Giant Pictures', 'Deutscher Filmförderfonds (DFFF)', 'Québec Production Services Tax Credit']","['Indonesia', 'Germany', 'United States of America']","['Action', 'Crime', 'Thriller']"
2844,0,21671,tt1094584,en,The Comedians of Comedy: Live at The Troubadour,0.963557,2007-09-18,0,135.0,6.6,157626,The Comedians Of Comedy Collection,"['Sixth Way Productions', 'Generate', 'Wabi Pictures']",['United States of America'],"['Comedy', 'Documentary']"
2845,0,44683,tt1216515,en,Tinker Bell and the Great Fairy Rescue,5.963431,2010-08-13,0,76.0,6.3,315595,Tinker Bell Collection,"['DisneyToon Studios', 'Walt Disney Animation Studios', 'Prana Animation Studios']","['India', 'United States of America']","['Animation', 'Adventure', 'Family', 'Fantasy']"
2846,29000000,254470,tt2848292,en,Pitch Perfect 2,15.862632000000001,2015-05-07,287506194,115.0,6.8,306031,Pitch Perfect Collection,"['Universal Pictures', 'Gold Circle Films', 'Brownstone Productions']",['United States of America'],"['Comedy', 'Music']"
2847,0,101652,tt0175663,it,Giochi erotici nella terza galassia,0.00022,1981-02-12,0,92.0,3.0,325798,Star Crash Collection,['Cimate Film'],['Italy'],['Science Fiction']
2848,0,34312,tt0096119,en,Sleepaway Camp III: Teenage Wasteland,2.18729,1989-02-05,0,79.0,5.2,47391,Sleepaway Camp Collection,['Double Helix Films'],['United States of America'],"['Comedy', 'Horror']"
2849,0,145221,tt1935302,en,Monsters: Dark Continent,12.648061,2014-10-09,0,119.0,4.2,306926,Monsters Collection,"['International Traders', 'Between The Eyes', 'Vertigo Films']",['United Kingdom'],"['Thriller', 'Drama', 'Science Fiction']"
2850,0,21614,tt0242519,hi,Hera Pheri,2.467498,2000-03-31,0,123.0,6.4,142022,Hera Pheri Collection,['A.G. Films'],['India'],['Comedy']
2851,237000,28746,tt0078398,en,"Ilsa, the Tigress of Siberia",1.4043729999999999,1977-09-29,0,88.0,4.1,123249,"Ilsa, She Wolf of the SS Collection",['Mount Everest Enterprises Ltd'],['Canada'],"['Horror', 'Thriller']"
